name,address,rating,phone,website,city,state
Dyker Heights Christmas Lights,"1072 80th St 1st. Floor, Brooklyn, NY 11228, United States",4.7,(855) 395-3754,https://www.dykerheightschristmaslights.com/,New York,NY
Christmas Lights Pros of New York,"344 E 78th St, New York, NY 10075, United States",5,(347) 486-3173,N/A,New York,NY
Lendy Electric's Lighting Showroom,"137 Bowery, New York, NY 10002, United States",4.2,(212) 431-3880,N/A,New York,NY
Foundry Lighting,"225 E 58th St, New York, NY 10022, United States",4.5,(212) 759-9332,https://www.foundrylighting.com/,New York,NY
Christmas Lighting,"225 Adams St, Brooklyn, NY 11201, United States",0,N/A,N/A,New York,NY
Available Light of New York,"2920 37th Ave, Long Island City, NY 11101, United States",4.5,(718) 707-9670,http://www.alny.net/,New York,NY
We Hang Christmas Lights,"50-47 45th St, Woodside, NY 11377, United States",5,(646) 342-9036,https://www.wehangchristmaslightsny.com/,New York,NY
Awesome Holiday Lights House,"1102 E 72nd St, Brooklyn, NY 11234, United States",5,N/A,N/A,New York,NY
Christmas in New York - Little Italy,"142 Mulberry St, New York, NY 10013, United States",4.4,(212) 693-1600,https://christmasandcity.com/,New York,NY
Christmas Cottage,"833 7th Ave, New York, NY 10019, United States",4.3,(212) 333-7380,http://christmascottage.com/,New York,NY
Times Lighting,"143 Bowery, New York, NY 10002, United States",4.6,(212) 925-8889,https://timeslightinginc.com/,New York,NY
Chelsea Lighting,"225 W 34th St. #1500, New York, NY 10122, United States",4,(212) 356-5100,http://www.chelsealighting.com/,New York,NY
Visual Comfort & Co.,"200 Lexington Ave #101, New York, NY 10016, United States",4.7,(212) 725-2500,https://www.visualcomfort.com/manhattan/,New York,NY
House of Holiday,"90-02 Atlantic Ave, Ozone Park, NY 11416, United States",4.5,(833) 353-4357,http://www.houseofholiday.com/,New York,NY
LA Holiday Lights,"137 N Larchmont Blvd Suite 109, Los Angeles, CA 90004, United States",4.7,(424) 256-5695,http://www.laholidaylights.com/,Los Angeles,CA
The Lighter Side Event Lighting & Holiday Lighting,"5148 Washington Blvd, Los Angeles, CA 90016, United States",4.8,(310) 338-8000,http://www.specialeventlighting.com/,Los Angeles,CA
Holiday Lighting Los Angeles - A Holiday Lighting Company,"5148 Washington Blvd, Los Angeles, CA 90016, United States",0,(310) 338-8000,https://holidaylightinglosangeles.com/,Los Angeles,CA
Brite Nites | Holiday & Outdoor Lighting,"100 Wilshire Blvd #700, Santa Monica, CA 90401, United States",5,(213) 816-7348,http://britenites.com/,Los Angeles,CA
The Holiday House,"3547 McLaughlin Ave, Los Angeles, CA 90066, United States",4.8,(310) 745-2788,http://marvistaeggcompany.com/,Los Angeles,CA
Lights Up Today,"2711 N Sepulveda Blvd #1004, Manhattan Beach, CA 90266, United States",5,(310) 356-9577,http://www.lightsuptoday.com/,Los Angeles,CA
LA Christmas Light Installers,"13770 Prairie Ave, Hawthorne, CA 90250, United States",4.4,(310) 916-6069,http://www.lachristmaslightinstallers.com/,Los Angeles,CA
Elegant Outdoor Lights,"1947 Kelton Ave, Los Angeles, CA 90025, United States",5,(310) 499-8814,http://www.elegantoutdoorlights.com/,Los Angeles,CA
Holiday Road,"26800 Mulholland Hwy, Calabasas, CA 91302, United States",3.8,(844) 868-0476,https://holidayroadusa.com/,Los Angeles,CA
Yolanda Lights Holiday Christmas Light Display,"7330 Yolanda Ave, Reseda, CA 91335, United States",4.7,(818) 455-6803,N/A,Los Angeles,CA
Hang Ten Holiday Lights,"41 S Chester Ave Suite A2, Pasadena, CA 91106, United States",4.8,(626) 314-6099,https://hangtenholidaylights.com/,Los Angeles,CA
Imagine Lighting Company,"1082 251st St, Harbor City, CA 90710, United States",5,(310) 940-0731,http://www.imagine-lighting.com/,Los Angeles,CA
"Public Art ""Urban Light""","5905 Wilshire Blvd, Los Angeles, CA 90036, United States",4.6,(323) 857-6000,https://collections.lacma.org/node/214966,Los Angeles,CA
Outdoor Christmas light hanging,"11821 Pounds Ave, Whittier, CA 90604, United States",5,(562) 242-8953,N/A,Los Angeles,CA
Holiday Light Installations - Lighting Service,"10621 Bloomfield St #22, Los Alamitos, CA 90720, United States",5,(562) 850-3235,http://www.holidaylightinstallationsco.com/?utm_source=Google&utm_medium=GMB&utm_campaign=GoogleMyBusiness,Los Angeles,CA
The Christmas Light Guys,"19528 Ventura Blvd #100, Tarzana, CA 91356, United States",4,(818) 347-0007,http://www.christmaslightguys.com/contact.html,Los Angeles,CA
Lamps Expo,"323 S La Brea Ave, Los Angeles, CA 90036, United States",4.3,(323) 938-6026,https://www.lampsexpo.com/,Los Angeles,CA
Christmas Brothers,"13826 Prairie Ave, Hawthorne, CA 90250, United States",4.9,N/A,http://www.christmasbrothers.com/,Los Angeles,CA
Ignite Christmas Lighting,"9135 Spring Branch Dr UNIT 202, Houston, TX 77080, United States",5,(832) 377-4870,http://www.ignitechristmaslighting.com/,Houston,TX
Christmas Lights Houston,"1802 Watercrest Dr Central, Houston, TX 77008, United States",4.7,(713) 206-9913,N/A,Houston,TX
River Oaks Christmas Lights,"1700 River Oaks Blvd, Houston, TX 77019, United States",4.6,(713) 489-5650,http://www.riveroakschristmaslights.com/,Houston,TX
Bright Lights,"12407 Sowden Rd, Houston, TX 77080, United States",4.2,(281) 377-1055,http://www.brightlightshouston.com/,Houston,TX
Christmas Lights of Houston,"9327 N Fitzgerald Way, Missouri City, TX 77459, United States",5,(832) 449-2669,https://christmaslightshoustontx.com/,Houston,TX
Holy Christmas Lights,"18303 Strack Dr, Spring, TX 77379, United States",5,(832) 356-6005,https://www.holychristmaslights.com/,Houston,TX
Certified Christmas Lights,"9311 Hammerly Blvd, Houston, TX 77080, United States",5,(713) 364-2383,http://www.certifiedchristmaslights.com/,Houston,TX
Cool Lights,"1300 W Sam Houston Pkwy S Suite 100 #209, Houston, TX 77042, United States",5,(833) 260-4499,http://coollight.co/,Houston,TX
Blingle Premier Lighting,"9909 Harwin Dr. Suite R, Houston, TX 77036, United States",5,(713) 575-2575,https://blingle.com/houston-tx?frlocid=b-120&utm_source=gbp&utm_medium=organic+search,Houston,TX
Christmas Wonder Lights,"22635 Indian Ridge Dr, Katy, TX 77450, United States",5,(281) 545-7740,https://www.christmaswonderlights.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5585958011659850614,Houston,TX
JellyFish Lighting Houston,"1718 N Fry Rd, Houston, TX 77084, United States",4.8,(281) 698-5930,https://jellyfishlighting.com/,Houston,TX
LIGHT,"4202 Richmond Ave., Houston, TX 77027, United States",4.5,(713) 640-5568,http://thelightcompany.net/,Houston,TX
Majestic Landscape Lighting Design & Lighting Installation,"875 N Eldridge Pkwy #356, Houston, TX 77079, United States",5,(888) 885-2653,http://majesticlightdesign.com/,Houston,TX
Heights Lights & Things,"250 Patton St Ste F, Houston, TX 77009, United States",4.7,(713) 861-0607,http://www.theheightslightsandthings.com/,Houston,TX
Lighting Inc,"4218 Richmond Ave., Houston, TX 77027, United States",4.3,(713) 623-6500,https://www.lightinginc.com/,Houston,TX
Astoria Lighting Co - Houston,"600 Century Plaza Dr Suite C-115, Houston, TX 77073, United States",5,(346) 231-0679,https://astorialightingco.com/houston-texas/,Houston,TX
Lights Alive! Drive Thru Christmas Lights (Houston),"12300 N Fwy Service Rd, Houston, TX 77060, United States",4.4,N/A,http://seelightsalive.com/,Houston,TX
Enchanted Lights Halloween Drive Thru (Houston),"12300 N Fwy Service Rd, Houston, TX 77060, United States",4.9,N/A,http://enchantedlights.com/,Houston,TX
Holiday Lights Phoenix,"6505 W Frye Rd # 16, Chandler, AZ 85226, United States",4.9,(480) 531-9780,http://holidaylightsphx.com/,Phoenix,AZ
Holiday Light Co,"720 N Golden Key St C4, Gilbert, AZ 85233, United States",5,(602) 478-9410,https://www.holidaylightco.com/,Phoenix,AZ
Holiday Lights Decorating,"2625 E University Dr, Phoenix, AZ 85034, United States",4.2,(602) 692-4668,http://holidaylightsdecorating.com/,Phoenix,AZ
Valley Christmas Lights,"7301 N 16th St Suite 102, Phoenix, AZ 85020, United States",4.7,(602) 932-0765,https://valleychristmaslights.com/?utm_source=gmb&utm_medium=organic&utm_campaign=Phoenix,Phoenix,AZ
Stay Off the Roof,"4602 E Elwood St #5, Phoenix, AZ 85040, United States",4.9,(480) 567-7088,https://stayofftheroof.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=Phoenix,Phoenix,AZ
H&B Holiday Lighting,"26207 N 83rd Dr, Peoria, AZ 85383, United States",5,(602) 698-9298,https://handbholidaylighting.com/?utm_campaign=gmb&utm_medium=organic&utm_source=google,Phoenix,AZ
Magic Touch Holiday Lighting,"3411 E Corona Ave Suite 107, Phoenix, AZ 85040, United States",5,(602) 919-9730,http://www.magictouchlighting.com/,Phoenix,AZ
North Phoenix Lights,"18639 N 1st Ave, Phoenix, AZ 85027, United States",4.4,N/A,http://northphoenixlights.com/,Phoenix,AZ
Miracle on 34th Lane Christmas Lights Display,"22415 N 34th Ln, Phoenix, AZ 85027, United States",4.9,N/A,https://m.facebook.com/1452620738140511/,Phoenix,AZ
Arizona Event & Holiday Lighting,"6205 W North Ln, Glendale, AZ 85302, United States",5,(602) 793-5791,https://azeventandholidaylighting.com/,Phoenix,AZ
Cox Family Lights,"8607 E Vía Del Palacio, Scottsdale, AZ 85258, United States",4.8,(480) 204-6397,N/A,Phoenix,AZ
Glendale Glitters,"N 58th Ave & W Glendale Ave, 5800 W Glenn Dr, Glendale, AZ 85301, United States",4.2,(623) 930-2299,http://www.glendaleaz.com/,Phoenix,AZ
Custom Holiday Lights,"15855 N Greenway Hayden Loop #130, Scottsdale, AZ 85260, United States",5,(480) 675-0151,https://customholidaylights.com/,Phoenix,AZ
HLC Productions,"4016 E Broadway Rd, Phoenix, AZ 85040, United States",4.3,(602) 431-2253,http://www.hlcaz.com/,Phoenix,AZ
The Festival of Lights,"1010 E Marketplace Wy SE, Phoenix, AZ 85048, United States",4.3,(480) 270-4365,http://www.folaz.org/,Phoenix,AZ
"City Lights, Inc","3911 W Van Buren St #3, Phoenix, AZ 85009, United States",4.8,(602) 233-2552,https://www.citylightsusa.com/,Phoenix,AZ
AZ Christmas Light Tour Blasian,"2323 E Magnolia St Suit 124, Phoenix, AZ 85034, United States",4.8,(602) 466-3351,https://www.azchristmaslighttour.com/,Phoenix,AZ
Phoenix Winter Wonderland,"4237 W State Ave, Phoenix, AZ 85051, United States",4.7,(623) 937-3482,http://phoenixwinterwonderland.com/,Phoenix,AZ
Desert Christmas Lighting,"2015 W Union Hills Dr, Phoenix, AZ 85027, United States",5,(602) 691-7931,https://desertchristmaslighting.com/,Phoenix,AZ
PHX LIGHT,"10052 W Foothill Dr, Peoria, AZ 85383, United States",0,(623) 400-2034,https://phxlight.com/,Phoenix,AZ
Level 5 Lighting,"221 E Willis Rd Suite 18, Chandler, AZ 85286, United States",5,(602) 643-5922,https://level5lighting.com/,Phoenix,AZ
Spirit Lighting,"3914 E Roeser Rd, Phoenix, AZ 85040, United States",5,(602) 535-2600,http://spiritlightingaz.com/,Phoenix,AZ
"World of Illumination - Tempe, AZ","2200 W Alameda Dr, Tempe, AZ 85282, United States",4.5,N/A,http://www.worldofillumination.com/,Phoenix,AZ
Firefly Lights LLC,"8925 W Larkspur Dr #110, Peoria, AZ 85381, United States",4.7,(623) 294-0205,http://fireflylightsaz.com/,Phoenix,AZ
Christmas Light Pros,"9393 N 90th St Suite 102 279, Scottsdale, AZ 85258, United States",4.3,(480) 805-8056,https://www.christmaslightprosaz.com/,Phoenix,AZ
"Holiday Helpers, LLC","3145 E Chandler Blvd, Phoenix, AZ 85048, United States",0,(480) 313-3094,http://holidayhelpers-az.com/,Phoenix,AZ
Holiday Lighting Express,"1092 Pine Country Ct, Prescott, AZ 86303, United States",5,(928) 766-4140,https://holidaylightingexpress.com/,Phoenix,AZ
We Hang Holiday Lights,"6191 E Pinnacle Vista Dr, Scottsdale, AZ 85266, United States",0,(480) 306-3099,https://holidaylightsdoneright.com/,Phoenix,AZ
Hang'em High Holiday Lighting,"10632 N Scottsdale Rd, Scottsdale, AZ 85254, United States",5,(602) 430-6855,http://hangemhigh.biz/contact-us/,Phoenix,AZ
Christmas Light Decorators,"3414 Higley Rd, Mesa, AZ 85215, United States",4.5,(480) 967-1122,https://www.christmaslightdecorators.com/,Phoenix,AZ
Winter Wonderland (Dec 7th-Jan 2nd),"8414 E Valley Vista Dr, Scottsdale, AZ 85250, United States",4.9,N/A,N/A,Phoenix,AZ
Valor Christmas- Formally Lights at the Farm,"3015 E Warner Rd, Gilbert, AZ 85296, United States",4.3,(480) 719-6520,https://arizonachristmaslights.com/,Phoenix,AZ
